latitude,longitude,gnn+lstm,gnn,cnn+lstm,cnn
22.245,92.495,0.67,0.63,0.48,0.47
22.245,92.505,0.66,0.6,0.48,0.47
22.245,92.515,0.66,0.62,0.48,0.46
22.245,92.525,0.66,0.62,0.47,0.45
22.245,92.535,0.66,0.61,0.47,0.43
22.245,92.545,0.67,0.62,0.48,0.43
22.245,92.555,0.67,0.62,0.49,0.44
22.245,92.565,0.69,0.64,0.51,0.45
22.245,92.575,0.69,0.66,0.51,0.45
22.245,92.585,0.7,0.66,0.52,0.46
22.245,92.595,0.7,0.65,0.52,0.45
22.255,89.015,0.78,0.81,0.7,0.76
22.255,89.035,0.8,0.82,0.71,0.78
22.255,89.045,0.78,0.82,0.7,0.77
22.255,89.055,0.85,0.83,0.71,0.79
22.255,89.065,0.85,0.83,0.71,0.79
22.255,89.075,0.85,0.83,0.7,0.78
22.255,89.085,0.83,0.81,0.68,0.76
22.255,89.095,0.82,0.78,0.67,0.74
22.255,89.105,0.81,0.78,0.68,0.73
22.255,89.115,0.82,0.77,0.68,0.74
22.255,89.125,0.84,0.8,0.7,0.76
22.255,89.135,0.85,0.82,0.7,0.77
22.255,89.145,0.85,0.81,0.71,0.76
22.255,89.155,0.85,0.8,0.7,0.76
22.255,89.165,0.83,0.78,0.68,0.73
22.255,89.175,0.82,0.78,0.66,0.72
22.255,89.185,0.83,0.8,0.67,0.74
22.255,89.195,0.84,0.8,0.69,0.75
22.255,89.205,0.8,0.79,0.69,0.73
22.255,89.215,0.76,0.74,0.65,0.68
22.255,89.225,0.79,0.77,0.67,0.72
22.255,89.235,0.78,0.76,0.66,0.72
22.255,89.245,0.78,0.77,0.66,0.72
22.255,89.255,0.74,0.78,0.63,0.73
22.255,89.265,0.73,0.78,0.63,0.71
22.255,89.275,0.74,0.8,0.64,0.73
22.255,89.285,0.76,0.8,0.66,0.75
22.255,89.295,0.77,0.81,0.66,0.77
22.255,89.305,0.85,0.81,0.69,0.77
22.255,89.315,0.86,0.82,0.7,0.77
22.255,89.325,0.87,0.84,0.7,0.77
22.255,89.335,0.88,0.84,0.71,0.78
22.255,89.345,0.87,0.82,0.72,0.78
22.255,89.355,0.86,0.82,0.71,0.75
22.255,89.365,0.82,0.78,0.68,0.72
22.255,89.375,0.81,0.77,0.66,0.71
22.255,89.385,0.82,0.76,0.67,0.72
22.255,89.395,0.83,0.79,0.68,0.74
22.255,89.405,0.85,0.81,0.7,0.77
22.255,89.425,0.84,0.8,0.69,0.76
22.255,89.435,0.83,0.79,0.67,0.74
22.255,89.445,0.84,0.79,0.68,0.76
22.255,89.455,0.88,0.85,0.73,0.81
22.255,89.495,0.87,0.82,0.72,0.79
22.255,89.505,0.84,0.8,0.68,0.75
22.255,89.515,0.83,0.76,0.69,0.75
22.255,89.525,0.84,0.8,0.7,0.76
22.255,89.535,0.84,0.8,0.71,0.77
22.255,89.545,0.85,0.8,0.71,0.77
22.255,89.575,0.91,0.89,0.77,0.84
22.255,89.605,0.89,0.83,0.75,0.8
22.255,89.615,0.86,0.82,0.73,0.78
22.255,89.625,0.87,0.81,0.73,0.78
22.255,89.635,0.87,0.82,0.74,0.79
22.255,89.645,0.88,0.84,0.75,0.81
22.255,89.655,0.89,0.85,0.76,0.81
22.255,89.665,0.89,0.85,0.76,0.81
22.255,89.675,0.88,0.85,0.76,0.82
22.255,89.685,0.88,0.84,0.76,0.81
22.255,89.695,0.88,0.84,0.76,0.81
22.255,89.705,0.89,0.85,0.77,0.82
22.255,89.715,0.91,0.87,0.78,0.84
22.255,89.735,0.91,0.86,0.78,0.84
22.255,89.745,0.89,0.84,0.77,0.83
22.255,89.755,0.9,0.85,0.77,0.83
22.255,89.765,0.89,0.85,0.77,0.82
22.255,89.775,0.89,0.85,0.78,0.83
22.255,89.785,0.89,0.84,0.78,0.82
22.255,89.795,0.87,0.83,0.76,0.81
22.255,89.805,0.84,0.8,0.72,0.77
22.255,89.815,0.82,0.78,0.71,0.76
22.255,89.825,0.84,0.79,0.73,0.77
22.255,89.835,0.88,0.85,0.75,0.82
22.255,89.845,0.92,0.9,0.78,0.87
22.255,89.855,0.92,0.9,0.78,0.86
22.255,89.865,0.87,0.84,0.72,0.79
22.255,89.875,0.83,0.79,0.69,0.74
22.255,89.885,0.83,0.77,0.71,0.74
22.255,89.895,0.84,0.78,0.73,0.77
22.255,89.905,0.86,0.82,0.76,0.8
22.255,89.915,0.88,0.83,0.78,0.82
22.255,89.925,0.89,0.85,0.79,0.84
22.255,89.935,0.9,0.86,0.8,0.85
22.255,89.945,0.9,0.86,0.8,0.86
22.255,89.955,0.9,0.87,0.8,0.86
22.255,89.965,0.9,0.86,0.8,0.86
22.255,89.975,0.9,0.86,0.8,0.85
22.255,89.985,0.9,0.85,0.8,0.85
22.255,89.995,0.9,0.86,0.8,0.85
22.255,90.005,0.89,0.85,0.79,0.85
22.255,90.015,0.89,0.84,0.79,0.84
22.255,90.025,0.88,0.84,0.79,0.84
22.255,90.035,0.88,0.83,0.79,0.83
22.255,90.045,0.88,0.83,0.79,0.83
22.255,90.055,0.88,0.84,0.79,0.83
22.255,90.065,0.9,0.86,0.8,0.86
22.255,90.075,0.91,0.89,0.8,0.88
22.255,90.085,0.91,0.89,0.8,0.88
22.255,90.095,0.92,0.89,0.82,0.88
22.255,90.105,0.9,0.86,0.81,0.85
22.255,90.115,0.89,0.84,0.8,0.84
22.255,90.125,0.89,0.85,0.8,0.84
22.255,90.135,0.89,0.85,0.8,0.85
22.255,90.145,0.89,0.85,0.81,0.85
22.255,90.155,0.89,0.85,0.8,0.85
22.255,90.165,0.88,0.84,0.8,0.85
22.255,90.175,0.88,0.83,0.8,0.84
22.255,90.185,0.89,0.85,0.81,0.85
22.255,90.195,0.9,0.86,0.81,0.86
22.255,90.205,0.92,0.89,0.81,0.88
22.255,90.215,0.92,0.88,0.81,0.88
22.255,90.225,0.91,0.87,0.81,0.87
22.255,90.235,0.89,0.85,0.8,0.86
22.255,90.245,0.88,0.85,0.8,0.85
22.255,90.255,0.88,0.85,0.8,0.85
22.255,90.265,0.89,0.85,0.8,0.85
22.255,90.275,0.89,0.84,0.81,0.85
22.255,90.285,0.88,0.85,0.8,0.85
22.255,90.295,0.88,0.84,0.81,0.85
22.255,90.305,0.88,0.84,0.8,0.85
22.255,90.315,0.88,0.84,0.79,0.85
22.255,90.325,0.88,0.85,0.8,0.85
22.255,90.335,0.89,0.85,0.8,0.85
22.255,90.345,0.89,0.84,0.8,0.84
22.255,90.355,0.89,0.85,0.79,0.84
22.255,90.365,0.89,0.83,0.79,0.84
22.255,90.375,0.89,0.84,0.79,0.84
22.255,90.385,0.89,0.86,0.79,0.84
22.255,90.395,0.89,0.85,0.79,0.84
22.255,90.405,0.89,0.85,0.77,0.83
22.255,90.415,0.89,0.84,0.78,0.83
22.255,90.425,0.89,0.84,0.79,0.83
22.255,90.435,0.89,0.85,0.79,0.83
22.255,90.445,0.89,0.85,0.79,0.83
22.255,90.455,0.89,0.85,0.79,0.83
22.255,90.465,0.89,0.84,0.79,0.82
22.255,90.475,0.89,0.84,0.78,0.82
22.255,90.485,0.89,0.84,0.78,0.82
22.255,90.495,0.89,0.84,0.77,0.82
22.255,90.505,0.88,0.84,0.76,0.81
22.255,90.515,0.86,0.82,0.74,0.79
22.255,90.525,0.85,0.8,0.73,0.77
22.255,90.535,0.84,0.79,0.72,0.76
22.255,90.545,0.83,0.78,0.71,0.75
22.255,90.555,0.83,0.77,0.71,0.74
22.255,90.565,0.85,0.81,0.72,0.76
22.255,90.575,0.89,0.85,0.76,0.81
22.255,90.585,0.92,0.89,0.79,0.85
22.255,90.675,0.75,0.8,0.68,0.8
22.255,90.685,0.74,0.79,0.68,0.79
22.255,90.695,0.74,0.79,0.69,0.79
22.255,90.705,0.86,0.81,0.73,0.78
22.255,90.715,0.87,0.81,0.74,0.8
22.255,90.725,0.87,0.83,0.75,0.81
22.255,90.735,0.88,0.83,0.76,0.81
22.255,90.745,0.88,0.84,0.76,0.82
22.255,90.755,0.88,0.85,0.76,0.82
22.255,90.765,0.87,0.82,0.75,0.8
22.255,90.775,0.86,0.81,0.73,0.79
22.255,90.785,0.84,0.8,0.71,0.77
22.255,90.795,0.81,0.77,0.68,0.74
22.255,90.805,0.79,0.75,0.66,0.72
22.255,90.815,0.76,0.71,0.63,0.68
22.255,90.825,0.75,0.7,0.62,0.68
22.255,90.835,0.81,0.77,0.68,0.73
22.255,90.905,0.8,0.83,0.75,0.86
22.255,90.935,0.8,0.82,0.72,0.85
22.255,90.965,0.77,0.72,0.6,0.65
22.255,90.975,0.7,0.65,0.54,0.56
22.255,90.985,0.71,0.65,0.56,0.58
22.255,90.995,0.79,0.74,0.63,0.67
22.255,91.015,0.77,0.78,0.66,0.84
22.255,91.075,0.77,0.74,0.61,0.66
22.255,91.085,0.76,0.7,0.59,0.63
22.255,91.095,0.76,0.71,0.59,0.62
22.255,91.105,0.78,0.73,0.62,0.66
22.255,91.115,0.79,0.75,0.63,0.69
22.255,91.125,0.8,0.76,0.65,0.71
22.255,91.135,0.8,0.76,0.65,0.72
22.255,91.145,0.77,0.73,0.64,0.7
22.255,91.155,0.75,0.71,0.61,0.69
22.255,91.165,0.73,0.69,0.59,0.68
22.255,91.175,0.72,0.68,0.57,0.68
22.255,91.185,0.73,0.7,0.6,0.72
22.255,91.785,0.68,0.7,0.73,0.78
22.255,91.795,0.68,0.71,0.73,0.78
22.255,91.805,0.8,0.76,0.63,0.67
22.255,91.815,0.79,0.74,0.62,0.67
22.255,91.825,0.79,0.75,0.63,0.68
22.255,91.835,0.82,0.78,0.66,0.71
22.255,91.845,0.85,0.81,0.7,0.74
22.255,91.855,0.86,0.82,0.71,0.75
22.255,91.865,0.86,0.82,0.7,0.75
22.255,91.875,0.87,0.83,0.71,0.76
22.255,91.885,0.87,0.84,0.71,0.76
22.255,91.895,0.86,0.82,0.7,0.75
22.255,91.905,0.86,0.83,0.7,0.75
22.255,91.915,0.87,0.83,0.71,0.76
22.255,91.925,0.87,0.84,0.72,0.77
22.255,91.935,0.88,0.84,0.73,0.77
22.255,91.945,0.88,0.84,0.72,0.77
22.255,91.955,0.88,0.84,0.72,0.77
22.255,91.965,0.88,0.83,0.72,0.77
22.255,91.975,0.88,0.85,0.73,0.78
22.255,91.985,0.89,0.85,0.73,0.79
22.255,91.995,0.89,0.85,0.73,0.79
22.255,92.005,0.89,0.85,0.73,0.79
22.255,92.015,0.89,0.85,0.73,0.79
22.255,92.025,0.89,0.85,0.73,0.79
22.255,92.035,0.89,0.84,0.73,0.79
22.255,92.045,0.89,0.84,0.73,0.79
22.255,92.055,0.89,0.85,0.73,0.79
22.255,92.065,0.89,0.83,0.73,0.79
22.255,92.075,0.88,0.83,0.72,0.78
22.255,92.085,0.88,0.84,0.72,0.78
22.255,92.095,0.88,0.83,0.71,0.77
22.255,92.105,0.88,0.82,0.71,0.76
22.255,92.115,0.88,0.83,0.7,0.76
22.255,92.125,0.88,0.83,0.7,0.76
22.255,92.135,0.87,0.83,0.7,0.76
22.255,92.145,0.87,0.83,0.69,0.76
22.255,92.155,0.87,0.83,0.69,0.76
22.255,92.165,0.88,0.83,0.7,0.76
22.255,92.175,0.87,0.82,0.7,0.76
22.255,92.185,0.87,0.81,0.69,0.75
22.255,92.195,0.87,0.83,0.69,0.74
22.255,92.205,0.87,0.82,0.68,0.74
22.255,92.215,0.86,0.8,0.68,0.73
22.255,92.225,0.86,0.8,0.67,0.72
22.255,92.235,0.85,0.79,0.67,0.72
22.255,92.245,0.85,0.8,0.67,0.71
22.255,92.255,0.85,0.8,0.67,0.71
22.255,92.265,0.84,0.79,0.66,0.7
22.255,92.275,0.84,0.79,0.66,0.69
22.255,92.285,0.83,0.79,0.66,0.69
22.255,92.295,0.82,0.76,0.65,0.68
22.255,92.305,0.82,0.78,0.65,0.67
22.255,92.315,0.82,0.77,0.64,0.66
22.255,92.325,0.81,0.75,0.63,0.65
22.255,92.335,0.8,0.75,0.61,0.64
22.255,92.345,0.79,0.74,0.59,0.62
22.255,92.355,0.77,0.72,0.57,0.61
22.255,92.365,0.76,0.7,0.56,0.6
22.255,92.375,0.75,0.7,0.54,0.58
22.255,92.385,0.75,0.7,0.53,0.57
22.255,92.395,0.73,0.68,0.52,0.56
22.255,92.405,0.72,0.66,0.51,0.55
22.255,92.415,0.71,0.65,0.5,0.53
22.255,92.425,0.7,0.65,0.49,0.52
22.255,92.435,0.69,0.65,0.48,0.51
22.255,92.445,0.69,0.64,0.47,0.51
22.255,92.455,0.69,0.64,0.47,0.5
22.255,92.465,0.68,0.63,0.47,0.49
22.255,92.475,0.67,0.61,0.47,0.49
22.255,92.485,0.67,0.62,0.48,0.48
22.255,92.495,0.67,0.61,0.48,0.48
22.255,92.505,0.67,0.62,0.48,0.47
22.255,92.515,0.66,0.62,0.48,0.46
22.255,92.525,0.67,0.62,0.47,0.45
22.255,92.535,0.66,0.6,0.47,0.44
22.255,92.545,0.67,0.61,0.48,0.43
22.255,92.555,0.68,0.64,0.5,0.44
22.255,92.565,0.69,0.65,0.51,0.46
22.255,92.575,0.69,0.64,0.52,0.46
22.255,92.585,0.69,0.66,0.52,0.45
22.265,89.025,0.76,0.8,0.67,0.75
22.265,89.035,0.77,0.8,0.69,0.77
22.265,89.045,0.78,0.82,0.69,0.77
22.265,89.055,0.86,0.85,0.72,0.81
22.265,89.065,0.87,0.86,0.73,0.82
22.265,89.075,0.87,0.85,0.72,0.81
22.265,89.085,0.85,0.82,0.7,0.78
22.265,89.095,0.83,0.79,0.69,0.74
22.265,89.105,0.82,0.77,0.69,0.74
22.265,89.115,0.82,0.78,0.69,0.74
22.265,89.125,0.84,0.8,0.7,0.75
22.265,89.135,0.85,0.8,0.72,0.77
22.265,89.145,0.85,0.81,0.71,0.76
22.265,89.155,0.85,0.81,0.71,0.76
22.265,89.165,0.84,0.79,0.69,0.74
22.265,89.175,0.82,0.78,0.67,0.73
22.265,89.185,0.81,0.76,0.65,0.71
22.265,89.195,0.81,0.77,0.65,0.71
22.265,89.205,0.8,0.8,0.68,0.72
22.265,89.215,0.8,0.79,0.67,0.72
22.265,89.225,0.79,0.79,0.66,0.72
22.265,89.235,0.82,0.81,0.69,0.76
22.265,89.245,0.84,0.85,0.72,0.78
22.265,89.255,0.78,0.83,0.68,0.78
22.265,89.265,0.76,0.81,0.65,0.75
22.265,89.275,0.74,0.8,0.63,0.73
22.265,89.285,0.75,0.8,0.64,0.75
22.265,89.295,0.76,0.82,0.66,0.77
22.265,89.305,0.85,0.82,0.69,0.77
22.265,89.315,0.87,0.83,0.71,0.78
22.265,89.325,0.87,0.84,0.71,0.78
22.265,89.335,0.87,0.84,0.71,0.78
22.265,89.345,0.86,0.82,0.71,0.76
22.265,89.355,0.84,0.79,0.69,0.74
22.265,89.365,0.83,0.79,0.68,0.73
22.265,89.375,0.82,0.76,0.67,0.72
22.265,89.385,0.82,0.78,0.67,0.73
22.265,89.395,0.84,0.8,0.68,0.74
22.265,89.405,0.85,0.81,0.7,0.76
22.265,89.415,0.86,0.82,0.71,0.77
22.265,89.425,0.84,0.81,0.69,0.75
22.265,89.435,0.83,0.78,0.67,0.74
22.265,89.445,0.81,0.77,0.66,0.72
22.265,89.455,0.82,0.78,0.67,0.73
22.265,89.465,0.87,0.83,0.73,0.8
22.265,89.495,0.9,0.87,0.75,0.82
22.265,89.505,0.85,0.8,0.7,0.77
22.265,89.515,0.84,0.77,0.69,0.75
22.265,89.525,0.85,0.82,0.7,0.76
22.265,89.535,0.85,0.82,0.72,0.78
22.265,89.545,0.86,0.82,0.72,0.78
22.265,89.555,0.87,0.83,0.73,0.79
22.265,89.565,0.88,0.84,0.74,0.81
22.265,89.575,0.92,0.88,0.78,0.85
22.265,89.595,0.92,0.89,0.79,0.85
22.265,89.605,0.88,0.83,0.75,0.8
22.265,89.615,0.86,0.81,0.73,0.77
22.265,89.625,0.86,0.81,0.73,0.78
22.265,89.635,0.87,0.82,0.74,0.79
22.265,89.645,0.88,0.83,0.75,0.8
22.265,89.655,0.89,0.85,0.76,0.81
22.265,89.665,0.88,0.85,0.76,0.82
22.265,89.675,0.88,0.84,0.76,0.81
22.265,89.685,0.88,0.83,0.76,0.82
22.265,89.695,0.89,0.85,0.77,0.82
22.265,89.705,0.9,0.86,0.78,0.83
22.265,89.715,0.91,0.86,0.78,0.84
22.265,89.725,0.91,0.87,0.78,0.85
22.265,89.735,0.91,0.88,0.78,0.85
22.265,89.745,0.9,0.86,0.78,0.84
22.265,89.755,0.9,0.85,0.77,0.83
22.265,89.765,0.9,0.84,0.78,0.83
22.265,89.775,0.9,0.84,0.78,0.83
22.265,89.785,0.89,0.85,0.78,0.83
22.265,89.795,0.88,0.84,0.77,0.82
22.265,89.805,0.85,0.79,0.74,0.79
22.265,89.815,0.83,0.78,0.72,0.76
22.265,89.825,0.83,0.8,0.71,0.76
22.265,89.835,0.84,0.81,0.7,0.77
22.265,89.845,0.91,0.9,0.77,0.86
22.265,89.855,0.93,0.91,0.81,0.89
22.265,89.865,0.93,0.9,0.79,0.86
22.265,89.875,0.87,0.82,0.74,0.8
22.265,89.885,0.84,0.78,0.72,0.76
22.265,89.895,0.85,0.81,0.74,0.77
22.265,89.905,0.87,0.83,0.77,0.81
22.265,89.915,0.89,0.85,0.78,0.83
22.265,89.925,0.89,0.85,0.79,0.84
22.265,89.935,0.9,0.86,0.8,0.85
22.265,89.945,0.9,0.86,0.8,0.86
22.265,89.955,0.9,0.86,0.8,0.86
22.265,89.965,0.9,0.86,0.8,0.86
22.265,89.975,0.9,0.86,0.8,0.85
22.265,89.985,0.9,0.86,0.79,0.85
22.265,89.995,0.9,0.86,0.79,0.85
22.265,90.005,0.89,0.85,0.8,0.85
22.265,90.015,0.89,0.86,0.8,0.85
22.265,90.025,0.89,0.85,0.79,0.85
22.265,90.035,0.88,0.85,0.8,0.84
22.265,90.045,0.88,0.84,0.8,0.84
22.265,90.055,0.88,0.84,0.8,0.84
22.265,90.065,0.9,0.86,0.81,0.86
22.265,90.075,0.92,0.88,0.81,0.88
22.265,90.085,0.92,0.89,0.79,0.89
22.265,90.095,0.92,0.89,0.81,0.89
22.265,90.105,0.92,0.88,0.81,0.88
22.265,90.115,0.9,0.86,0.8,0.86
22.265,90.125,0.89,0.85,0.8,0.85
22.265,90.135,0.89,0.85,0.81,0.85
22.265,90.145,0.89,0.84,0.81,0.85
22.265,90.155,0.88,0.85,0.81,0.85
22.265,90.165,0.88,0.84,0.8,0.85
22.265,90.175,0.88,0.84,0.8,0.85
22.265,90.185,0.89,0.85,0.81,0.85
22.265,90.195,0.9,0.87,0.81,0.87
22.265,90.205,0.91,0.89,0.81,0.88
22.265,90.215,0.91,0.88,0.8,0.88
22.265,90.225,0.9,0.87,0.8,0.86
22.265,90.235,0.89,0.85,0.81,0.85
22.265,90.245,0.89,0.84,0.8,0.85
22.265,90.255,0.89,0.84,0.8,0.85
22.265,90.265,0.89,0.84,0.8,0.85
22.265,90.275,0.89,0.85,0.81,0.86
22.265,90.285,0.88,0.83,0.8,0.85
22.265,90.295,0.88,0.83,0.8,0.85
22.265,90.305,0.88,0.83,0.79,0.84
22.265,90.315,0.88,0.84,0.79,0.84
22.265,90.325,0.88,0.85,0.79,0.85
22.265,90.335,0.88,0.85,0.8,0.85
22.265,90.345,0.89,0.85,0.79,0.85
22.265,90.355,0.89,0.84,0.79,0.84
22.265,90.365,0.89,0.85,0.79,0.84
22.265,90.375,0.89,0.84,0.8,0.84
22.265,90.385,0.89,0.86,0.8,0.84
22.265,90.395,0.9,0.87,0.79,0.85
22.265,90.405,0.9,0.85,0.78,0.84
22.265,90.415,0.89,0.85,0.77,0.84
22.265,90.425,0.9,0.86,0.78,0.83
22.265,90.435,0.89,0.86,0.79,0.83
22.265,90.445,0.89,0.85,0.78,0.83
22.265,90.455,0.89,0.84,0.78,0.83
22.265,90.465,0.89,0.84,0.78,0.82
22.265,90.475,0.89,0.83,0.78,0.82
22.265,90.485,0.88,0.83,0.78,0.82
22.265,90.495,0.88,0.84,0.77,0.81
22.265,90.505,0.88,0.84,0.76,0.81
22.265,90.515,0.87,0.83,0.75,0.8
22.265,90.525,0.87,0.82,0.75,0.79
22.265,90.535,0.85,0.81,0.73,0.77
22.265,90.545,0.84,0.79,0.72,0.76
22.265,90.555,0.83,0.77,0.71,0.75
22.265,90.565,0.83,0.79,0.7,0.74
22.265,90.575,0.85,0.8,0.72,0.76
22.265,90.585,0.88,0.85,0.75,0.81
22.265,90.625,0.67,0.68,0.56,0.71
22.265,90.675,0.77,0.81,0.71,0.81
22.265,90.685,0.76,0.81,0.7,0.81
22.265,90.695,0.76,0.8,0.7,0.8
22.265,90.705,0.86,0.81,0.73,0.78
22.265,90.715,0.87,0.82,0.74,0.8
22.265,90.725,0.87,0.83,0.75,0.8
22.265,90.735,0.88,0.84,0.76,0.81
22.265,90.745,0.88,0.85,0.76,0.82
22.265,90.755,0.88,0.85,0.76,0.82
22.265,90.765,0.87,0.83,0.75,0.81
22.265,90.775,0.86,0.81,0.73,0.79
22.265,90.785,0.85,0.81,0.72,0.77
22.265,90.795,0.82,0.76,0.69,0.75
22.265,90.805,0.79,0.75,0.66,0.72
22.265,90.815,0.76,0.72,0.63,0.68
22.265,90.825,0.74,0.7,0.61,0.67
22.265,90.835,0.8,0.76,0.66,0.73
22.265,90.905,0.78,0.81,0.75,0.83
22.265,90.935,0.79,0.82,0.71,0.85
22.265,90.965,0.77,0.71,0.59,0.66
22.265,90.975,0.7,0.64,0.54,0.56
22.265,90.985,0.71,0.65,0.55,0.57
22.265,90.995,0.78,0.74,0.62,0.67
22.265,91.015,0.82,0.84,0.73,0.88
22.265,91.025,0.83,0.84,0.73,0.87
22.265,91.075,0.77,0.73,0.61,0.65
22.265,91.085,0.76,0.71,0.59,0.63
22.265,91.095,0.76,0.7,0.6,0.63
22.265,91.105,0.77,0.73,0.61,0.65
22.265,91.115,0.78,0.73,0.62,0.67
22.265,91.125,0.79,0.75,0.64,0.7
22.265,91.135,0.79,0.76,0.65,0.71
22.265,91.145,0.76,0.72,0.63,0.7
22.265,91.155,0.73,0.69,0.59,0.67
22.265,91.165,0.7,0.66,0.56,0.65
22.265,91.175,0.69,0.66,0.55,0.66
22.265,91.185,0.72,0.69,0.59,0.72
22.265,91.775,0.67,0.71,0.72,0.78
22.265,91.785,0.67,0.7,0.71,0.76
22.265,91.795,0.67,0.7,0.71,0.77
22.265,91.805,0.81,0.77,0.65,0.69
22.265,91.815,0.82,0.78,0.66,0.71
22.265,91.825,0.83,0.78,0.67,0.72
22.265,91.845,0.86,0.82,0.71,0.75
22.265,91.855,0.87,0.83,0.72,0.76
22.265,91.865,0.86,0.82,0.71,0.75
22.265,91.875,0.86,0.82,0.71,0.75
22.265,91.885,0.87,0.83,0.72,0.76
22.265,91.895,0.87,0.83,0.71,0.76
22.265,91.905,0.87,0.83,0.72,0.76
22.265,91.915,0.88,0.83,0.72,0.77
22.265,91.925,0.88,0.84,0.73,0.78
22.265,91.935,0.88,0.84,0.72,0.77
22.265,91.945,0.88,0.83,0.72,0.77
22.265,91.955,0.87,0.83,0.71,0.76
22.265,91.965,0.88,0.84,0.72,0.77
22.265,91.975,0.89,0.85,0.73,0.78
22.265,91.985,0.89,0.84,0.73,0.79
22.265,91.995,0.89,0.85,0.73,0.79
22.265,92.005,0.89,0.85,0.73,0.79
22.265,92.015,0.89,0.85,0.73,0.79
22.265,92.025,0.89,0.85,0.73,0.79
22.265,92.035,0.89,0.85,0.74,0.79
22.265,92.045,0.89,0.84,0.73,0.79
22.265,92.055,0.89,0.84,0.73,0.79
22.265,92.065,0.89,0.84,0.73,0.79
22.265,92.075,0.88,0.84,0.72,0.78
22.265,92.085,0.88,0.83,0.71,0.77
22.265,92.095,0.88,0.84,0.71,0.77
22.265,92.105,0.88,0.83,0.7,0.76
22.265,92.115,0.88,0.83,0.7,0.76
22.265,92.125,0.88,0.82,0.7,0.76
22.265,92.135,0.87,0.83,0.7,0.76
22.265,92.145,0.87,0.81,0.69,0.76
22.265,92.155,0.87,0.83,0.69,0.75
22.265,92.165,0.87,0.83,0.69,0.75
22.265,92.175,0.87,0.82,0.69,0.75
22.265,92.185,0.87,0.82,0.69,0.75
22.265,92.195,0.87,0.82,0.69,0.74
22.265,92.205,0.86,0.81,0.68,0.74
22.265,92.215,0.86,0.81,0.68,0.73
22.265,92.225,0.86,0.8,0.67,0.72
22.265,92.235,0.85,0.79,0.67,0.71
22.265,92.245,0.85,0.8,0.67,0.71
22.265,92.255,0.85,0.8,0.67,0.7
22.265,92.265,0.84,0.79,0.66,0.7
22.265,92.275,0.83,0.79,0.66,0.69
22.265,92.285,0.83,0.79,0.66,0.69
22.265,92.295,0.83,0.78,0.65,0.68
22.265,92.305,0.82,0.77,0.65,0.67
22.265,92.315,0.82,0.77,0.64,0.66
22.265,92.325,0.82,0.77,0.63,0.65
22.265,92.335,0.8,0.75,0.61,0.64
22.265,92.345,0.78,0.73,0.59,0.62
22.265,92.355,0.77,0.71,0.57,0.61
22.265,92.365,0.76,0.71,0.55,0.6
22.265,92.375,0.75,0.69,0.54,0.58
22.265,92.385,0.74,0.67,0.52,0.56
22.265,92.395,0.73,0.67,0.51,0.55
22.265,92.405,0.72,0.66,0.5,0.54
22.265,92.415,0.71,0.65,0.49,0.53
22.265,92.425,0.7,0.65,0.48,0.52
22.265,92.435,0.69,0.63,0.48,0.52
22.265,92.445,0.69,0.65,0.48,0.51
22.265,92.455,0.69,0.64,0.48,0.51
22.265,92.465,0.7,0.65,0.49,0.5
22.265,92.475,0.69,0.65,0.49,0.5
22.265,92.485,0.68,0.63,0.49,0.49
22.265,92.495,0.68,0.63,0.49,0.49
22.265,92.505,0.67,0.61,0.48,0.48
22.265,92.515,0.68,0.63,0.48,0.47
22.265,92.525,0.67,0.62,0.48,0.45
22.265,92.535,0.67,0.61,0.47,0.44
22.265,92.545,0.67,0.62,0.49,0.44
22.265,92.555,0.68,0.64,0.5,0.44
22.265,92.565,0.69,0.64,0.52,0.46
22.265,92.575,0.7,0.66,0.53,0.46
22.265,92.585,0.69,0.64,0.52,0.46
22.275,89.005,0.78,0.81,0.7,0.76
22.275,89.015,0.75,0.8,0.67,0.74
22.275,89.025,0.75,0.8,0.65,0.74
22.275,89.035,0.76,0.82,0.66,0.75
22.275,89.045,0.77,0.81,0.67,0.76
22.275,89.055,0.84,0.82,0.7,0.79
22.275,89.065,0.86,0.85,0.72,0.82
22.275,89.075,0.87,0.86,0.73,0.82
22.275,89.085,0.85,0.82,0.71,0.79
22.275,89.095,0.83,0.79,0.7,0.75
22.275,89.105,0.83,0.78,0.7,0.75
22.275,89.115,0.83,0.79,0.7,0.75
22.275,89.125,0.84,0.79,0.7,0.75
22.275,89.135,0.86,0.82,0.73,0.78
22.275,89.145,0.87,0.83,0.73,0.79
22.275,89.155,0.87,0.84,0.72,0.78
22.275,89.165,0.85,0.81,0.7,0.77
22.275,89.175,0.86,0.82,0.7,0.77
22.275,89.185,0.84,0.8,0.67,0.75
22.275,89.195,0.82,0.79,0.65,0.73
22.275,89.205,0.79,0.79,0.65,0.71
22.275,89.215,0.8,0.8,0.66,0.72
22.275,89.225,0.81,0.8,0.67,0.74
22.275,89.235,0.81,0.82,0.68,0.75
22.275,89.245,0.8,0.79,0.67,0.75
22.275,89.255,0.78,0.81,0.69,0.79
22.275,89.265,0.79,0.84,0.69,0.79
22.275,89.275,0.76,0.81,0.65,0.76
22.275,89.285,0.72,0.79,0.62,0.74
22.275,89.295,0.76,0.82,0.66,0.77
22.275,89.305,0.85,0.81,0.71,0.79
22.275,89.315,0.89,0.86,0.75,0.83
22.275,89.325,0.89,0.86,0.74,0.8
